alg,threads,read_ratio,record_size,req_per_query,total_count,zipf_theta,tput_1,tput_2,tput_3
Cicada,4,0.0,32.0,100.0,32768000.0,0.99,54636.0,55043.0,54537.0
Cicada,28,1.0,8.0,10.0,2048000.0,0.99,9316561.0,9262761.0,9307090.0
Cicada,28,0.6,32.0,1.0,32768000.0,0.8,37827290.0,22248360.0,21154891.0
Silo,1,0.0,8.0,10.0,2048000.0,0.99,410079.0,409273.0,395810.0
2PL,28,0.0,128.0,1.0,8192000.0,0.0,24023179.0,23822392.0,24433363.0
Hekaton,16,0.0,1000.0,100.0,128000.0,0.8,9214.0,9262.0,9270.0
ERMIA,2,0.0,100.0,100.0,8192000.0,0.4,15838.0,15606.5,15511.1
Hekaton,1,1.0,32.0,100.0,2048000.0,0.8,23764.0,24000.0,23931.0
TicToc,28,0.2,1000.0,100.0,8192000.0,0.8,52975.0,53930.0,53955.0
MOCC,28,0.6,100.0,100.0,2048000.0,0.8,20539.549108080162,20798.008439219037,19893.859228484736
2PL,1,0.0,8.0,100.0,512000.0,0.4,18958.0,19086.0,19706.0
ERMIA,28,0.6,100.0,10.0,32768000.0,0.4,1438550.0,1438040.0,1440080.0
TicToc,16,0.0,32.0,10.0,8192000.0,0.0,2504431.0,2398152.0,2356633.0
Silo,1,0.0,1000.0,100.0,8192000.0,0.8,10867.0,10846.0,10715.0
TicToc,4,0.6,32.0,10.0,2048000.0,0.99,822910.0,748317.0,795576.0
MOCC,4,0.2,100.0,10.0,512000.0,0.99,248649.69646538192,235793.4699619452,235979.3823854653
FOEDUS,4,1.0,100.0,10.0,128000.0,0.4,1250696.993432738,1233258.662747888,1242536.9510286422
2PL,4,0.0,32.0,1.0,128000.0,0.8,5814437.0,5612992.0,5649951.0
2PL,4,0.2,1000.0,100.0,128000.0,0.4,44864.0,45964.0,46083.0
Hekaton,28,0.2,1000.0,10.0,2048000.0,0.0,1660878.0,442453.0,443534.0
Cicada,16,0.6,8.0,1.0,32768000.0,0.4,23492162.0,23526831.0,24208252.0
MOCC,28,0.0,100.0,1.0,128000.0,0.99,12288164.282280615,12489235.75326977,12408673.985684613
TicToc,4,1.0,32.0,1.0,32768000.0,0.8,5331145.0,5776835.0,5128934.0
2PL,16,1.0,32.0,100.0,2048000.0,0.99,263930.0,264254.0,264082.0
TicToc,16,1.0,8.0,1.0,8192000.0,0.4,20344592.0,20130065.0,20717913.0
Cicada,1,0.2,8.0,10.0,128000.0,0.4,503071.0,449022.0,490313.0
2PL,1,0.6,1000.0,1.0,32768000.0,0.4,918455.0,917261.0,917683.0
MOCC,28,0.0,100.0,10.0,2048000.0,0.99,199774.67445491508,201425.63071665494,207215.19388567738
Hekaton,28,0.6,1000.0,10.0,128000.0,0.99,65455.0,81297.0,59212.0
TicToc,4,1.0,1000.0,100.0,2048000.0,0.8,61326.0,62142.0,62328.0
2PL,28,0.0,1000.0,1.0,128000.0,0.8,20800450.0,19994993.0,19006152.0
ERMIA,4,0.6,100.0,10.0,2048000.0,0.4,405501.0,397852.0,399917.0
Hekaton,28,1.0,1000.0,1.0,512000.0,0.8,4154191.0,4142457.0,4169075.0
ERMIA,8,0.2,100.0,10.0,2048000.0,0.8,641915.0,507805.0,641182.0
Cicada,4,0.0,8.0,10.0,512000.0,0.4,1017516.0,971797.0,1021178.0
2PL,4,0.0,8.0,100.0,32768000.0,0.8,34521.0,34742.0,34713.0
FOEDUS,28,1.0,100.0,10.0,128000.0,0.99,11504162.233476613,10871110.188320613,11209554.980844967
2PL,16,0.6,128.0,100.0,32768000.0,0.4,188574.0,189562.0,190925.0
Cicada,1,0.2,128.0,1.0,128000.0,0.0,1663965.0,1666747.0,1674612.0
TicToc,28,0.0,1000.0,1.0,8192000.0,0.8,21214562.0,22228213.0,21622732.0
Cicada,16,1.0,128.0,1.0,32768000.0,0.99,26905588.0,27505617.0,27548617.0
Silo,28,0.6,1000.0,1.0,512000.0,0.4,22115949.0,22313065.0,22957123.0
TicToc,4,1.0,128.0,1.0,2048000.0,0.4,4797600.0,4603686.0,4722381.0
TicToc,4,1.0,1000.0,100.0,512000.0,0.0,52409.0,52644.0,52166.0
Cicada,1,0.0,1000.0,10.0,512000.0,0.0,162423.0,152628.0,158035.0
TicToc,1,0.2,1000.0,1.0,512000.0,0.99,1699196.0,1697705.0,1696272.0
TicToc,16,1.0,32.0,1.0,512000.0,0.99,33894855.0,33692730.0,35050305.0
ERMIA,28,1.0,100.0,1.0,512000.0,0.4,4297440.0,5417930.0,4732670.0
TicToc,28,0.0,1000.0,100.0,128000.0,0.4,141632.0,142042.0,142641.0
Hekaton,28,0.0,8.0,1.0,512000.0,0.8,4073301.0,3399562.0,3449868.0
Cicada,4,0.6,32.0,1.0,8192000.0,0.99,6449037.0,6955222.0,7177148.0
2PL,16,0.0,1000.0,10.0,32768000.0,0.8,1343446.0,610584.0,608250.0
ERMIA,1,0.2,100.0,10.0,8192000.0,0.4,80709.6,83477.4,81861.0
Cicada,28,1.0,1000.0,10.0,8192000.0,0.99,5552289.0,5589757.0,5609320.0
Hekaton,4,1.0,32.0,10.0,2048000.0,0.8,706791.0,720364.0,718391.0
2PL,4,0.6,128.0,100.0,128000.0,0.0,77858.0,78819.0,78621.0
TicToc,1,0.0,8.0,1.0,32768000.0,0.0,1514831.0,1824360.0,1492011.0
2PL,28,0.0,128.0,1.0,8192000.0,0.99,9532416.0,10140912.0,9953351.0
TicToc,4,1.0,1000.0,100.0,128000.0,0.8,90835.0,92289.0,92607.0
FOEDUS,4,1.0,100.0,10.0,512000.0,0.99,1287706.8862443562,1268504.3990186993,1284355.2594877516
Cicada,1,0.6,8.0,100.0,8192000.0,0.8,35889.0,35634.0,35569.0
FOEDUS,8,0.6,100.0,1.0,8192000.0,0.0,7871736.515448431,8958078.382663544,9041341.140143903
Hekaton,28,0.0,8.0,1.0,512000.0,0.0,3705640.0,4066024.0,4081014.0
TicToc,28,0.0,1000.0,1.0,128000.0,0.0,23014134.0,22517963.0,22543275.0
FOEDUS,8,0.0,100.0,10.0,128000.0,0.4,1013513.5828931915,1011126.9715280622,998617.1060601231
Cicada,16,0.0,128.0,10.0,2048000.0,0.4,2783582.0,2803418.0,2805394.0
Silo,1,1.0,32.0,10.0,32768000.0,0.8,221311.0,221728.0,259271.0
TicToc,28,0.2,1000.0,10.0,128000.0,0.8,1815250.0,1835781.0,1800686.0
Cicada,4,1.0,32.0,10.0,2048000.0,0.4,1312586.0,1297186.0,1295582.0
TicToc,28,1.0,128.0,100.0,128000.0,0.8,1449145.0,1449413.0,1419658.0
Cicada,16,0.0,128.0,1.0,32768000.0,0.99,17533461.0,16863062.0,17836462.0
TicToc,4,0.0,8.0,100.0,2048000.0,0.8,35842.0,36243.0,36456.0
FOEDUS,4,1.0,100.0,100.0,2048000.0,0.4,65806.5958742483,75290.33842897906,72723.39326208223
2PL,4,1.0,128.0,100.0,128000.0,0.0,84164.0,82379.0,81915.0
TicToc,28,0.6,8.0,1.0,128000.0,0.8,52487209.0,51909102.0,55642860.0
Hekaton,4,0.2,8.0,10.0,128000.0,0.99,303137.0,305662.0,303761.0
Hekaton,4,1.0,128.0,1.0,512000.0,0.99,3739320.0,3770394.0,3977968.0
Hekaton,16,0.0,128.0,1.0,2048000.0,0.8,4213001.0,3399605.0,4184343.0
ERMIA,2,0.0,100.0,1.0,128000.0,0.0,1072310.0,1048480.0,1065440.0
ERMIA,1,0.0,100.0,10.0,512000.0,0.8,104630.0,101169.0,101475.0
TicToc,28,1.0,32.0,1.0,32768000.0,0.4,29673055.0,29967511.0,34025403.0
Silo,4,0.2,32.0,10.0,32768000.0,0.8,728315.0,736607.0,735595.0
Cicada,1,0.2,32.0,100.0,512000.0,0.99,51373.0,50572.0,51036.0
TicToc,28,0.6,8.0,100.0,32768000.0,0.4,441899.0,441617.0,441312.0
2PL,28,0.6,1000.0,100.0,32768000.0,0.99,15301.0,15369.0,15335.0
2PL,4,0.0,1000.0,100.0,8192000.0,0.99,15606.0,15451.0,15594.0
Silo,28,0.2,128.0,1.0,2048000.0,0.8,33937253.0,21634723.0,24826812.0
TicToc,16,0.6,8.0,10.0,128000.0,0.99,1267732.0,1265535.0,1266928.0
Cicada,28,0.6,128.0,10.0,2048000.0,0.0,5707789.0,5683934.0,5685209.0
Hekaton,16,1.0,8.0,1.0,8192000.0,0.0,3027152.0,2938028.0,3220387.0
Hekaton,16,0.2,1000.0,1.0,512000.0,0.8,4239566.0,3755704.0,4200976.0
Hekaton,4,1.0,8.0,100.0,128000.0,0.4,117293.0,118203.0,117907.0
Silo,28,0.2,1000.0,1.0,32768000.0,0.0,20132719.0,20938643.0,19881150.0
Hekaton,16,1.0,1000.0,10.0,32768000.0,0.0,1522220.0,1493503.0,1485362.0
TicToc,4,0.2,128.0,1.0,128000.0,0.99,7567756.0,7304006.0,7280776.0
Hekaton,28,0.2,1000.0,1.0,2048000.0,0.8,3491843.0,2703623.0,2890948.0
2PL,4,0.6,128.0,10.0,128000.0,0.0,698007.0,734885.0,746581.0
TicToc,1,0.0,1000.0,100.0,32768000.0,0.8,10332.0,10315.0,10373.0
Hekaton,28,0.6,128.0,100.0,32768000.0,0.4,279422.0,281724.0,280692.0
Cicada,1,0.2,8.0,1.0,512000.0,0.8,1882049.0,1908845.0,1882689.0
Silo,16,0.0,128.0,10.0,32768000.0,0.0,2159024.0,2174225.0,2187538.0
TicToc,28,1.0,1000.0,1.0,2048000.0,0.4,22644664.0,22957450.0,22613345.0
Cicada,16,0.6,1000.0,10.0,2048000.0,0.0,2123710.0,2122217.0,2133247.0
2PL,28,0.2,1000.0,100.0,512000.0,0.0,205590.0,205948.0,205889.0
Hekaton,1,0.6,128.0,1.0,2048000.0,0.4,1273763.0,1018034.0,1023750.0
Silo,4,0.6,1000.0,1.0,128000.0,0.0,4125736.0,4069593.0,4030654.0
2PL,16,0.0,1000.0,100.0,32768000.0,0.4,128710.0,128209.0,128498.0
2PL,28,0.2,32.0,100.0,8192000.0,0.4,335402.0,159660.0,157989.0
Hekaton,4,0.6,128.0,10.0,128000.0,0.4,700258.0,713045.0,691389.0
2PL,1,0.0,32.0,100.0,512000.0,0.4,18775.0,19291.0,19457.0
2PL,28,1.0,1000.0,10.0,512000.0,0.4,2526342.0,2448743.0,2470824.0
Hekaton,28,0.2,8.0,100.0,32768000.0,0.0,224347.0,224659.0,224991.0
Cicada,1,0.6,8.0,1.0,8192000.0,0.8,2351029.0,1912222.0,1921372.0
Cicada,16,1.0,8.0,10.0,128000.0,0.4,8907687.0,8928771.0,8825638.0
ERMIA,8,0.6,100.0,100.0,2048000.0,0.99,16714.4,16761.2,15546.9
TicToc,4,0.2,128.0,1.0,512000.0,0.4,5134425.0,5067604.0,5268890.0
Hekaton,16,0.2,1000.0,10.0,2048000.0,0.4,1015249.0,1021354.0,1022203.0
Hekaton,1,0.6,128.0,10.0,2048000.0,0.0,145231.0,145635.0,155978.0
Hekaton,1,0.0,32.0,100.0,8192000.0,0.4,12787.0,12879.0,12871.0
Hekaton,1,1.0,1000.0,1.0,8192000.0,0.0,896153.0,901119.0,899473.0
Silo,16,1.0,8.0,1.0,8192000.0,0.4,20973155.0,21706136.0,21469488.0
TicToc,4,0.0,32.0,10.0,8192000.0,0.99,540068.0,521143.0,530084.0
FOEDUS,4,0.2,100.0,10.0,8192000.0,0.99,362583.9331090385,359219.56007106474,362012.42036258377
Hekaton,4,0.6,1000.0,100.0,2048000.0,0.0,34529.0,33435.0,33802.0
Hekaton,16,0.6,128.0,10.0,32768000.0,0.8,1883380.0,1851219.0,1876038.0
Hekaton,28,0.2,1000.0,1.0,512000.0,0.4,4165828.0,3135946.0,2843492.0
TicToc,1,0.2,1000.0,1.0,512000.0,0.8,1582595.0,1297016.0,1294294.0
TicToc,4,0.2,8.0,10.0,2048000.0,0.0,745042.0,739262.0,742140.0
TicToc,4,0.0,128.0,100.0,32768000.0,0.99,29579.0,29893.0,29759.0
Silo,16,0.0,8.0,1.0,8192000.0,0.8,23445259.0,23470771.0,23479344.0
Silo,1,1.0,8.0,1.0,8192000.0,0.8,1803327.0,1874364.0,1841586.0
ERMIA,4,0.2,100.0,100.0,32768000.0,0.4,29371.8,28122.3,28312.9
TicToc,1,0.0,1000.0,1.0,512000.0,0.4,1092279.0,1087817.0,1088643.0
FOEDUS,16,0.2,100.0,100.0,8192000.0,0.0,168193.50256842916,120048.50465261734,121826.40765615106
Silo,16,1.0,32.0,10.0,128000.0,0.8,8402043.0,8141711.0,7912774.0
Hekaton,4,1.0,1000.0,100.0,128000.0,0.8,81247.0,81227.0,82218.0
Cicada,28,1.0,1000.0,10.0,8192000.0,0.4,3556019.0,3597865.0,3542260.0
Hekaton,16,0.2,32.0,1.0,2048000.0,0.99,2173979.0,2180032.0,2988537.0
TicToc,4,0.6,8.0,1.0,512000.0,0.0,6284123.0,6064932.0,6625891.0
2PL,28,0.6,128.0,1.0,128000.0,0.8,19957555.0,20788258.0,22553303.0
FOEDUS,28,0.0,100.0,1.0,512000.0,0.4,26079954.651244096,26054846.34036732,25727425.652736858
Silo,4,0.2,1000.0,1.0,32768000.0,0.99,4302827.0,4515993.0,4792115.0
2PL,1,0.6,1000.0,100.0,8192000.0,0.99,20148.0,19646.0,19666.0
MOCC,28,0.6,100.0,1.0,128000.0,0.8,38218040.29101524,36077720.43515233,37202467.07882083
ERMIA,28,0.2,100.0,1.0,32768000.0,0.99,4668750.0,1600420.0,2212200.0
TicToc,1,1.0,1000.0,10.0,512000.0,0.0,154287.0,154635.0,154729.0
TicToc,1,0.2,32.0,100.0,32768000.0,0.0,16548.0,16547.0,16709.0
2PL,4,0.2,8.0,10.0,128000.0,0.8,791951.0,722194.0,819451.0
Silo,16,0.0,128.0,10.0,32768000.0,0.8,2391276.0,2390116.0,2393404.0
Cicada,1,1.0,8.0,10.0,2048000.0,0.4,428340.0,442975.0,406874.0
Hekaton,16,1.0,1000.0,1.0,128000.0,0.4,3745279.0,4136844.0,4161363.0
2PL,28,0.0,128.0,10.0,128000.0,0.99,347868.0,348065.0,349023.0
Cicada,1,0.0,1000.0,100.0,2048000.0,0.8,17099.0,17162.0,17008.0
TicToc,16,0.6,8.0,10.0,8192000.0,0.4,2702072.0,2692819.0,2698826.0
TicToc,28,0.2,1000.0,1.0,2048000.0,0.4,20958991.0,20371104.0,20301998.0
FOEDUS,16,0.6,100.0,1.0,2048000.0,0.99,5080093.131142859,3576664.329931205,3987633.327728512
2PL,4,0.0,128.0,100.0,512000.0,0.4,56519.0,56930.0,56983.0
Cicada,1,0.2,32.0,100.0,2048000.0,0.99,46706.0,45132.0,47501.0
TicToc,28,0.2,128.0,1.0,512000.0,0.99,20991265.0,20893838.0,22974690.0
Silo,16,1.0,1000.0,10.0,8192000.0,0.4,1773631.0,1758156.0,1738549.0
Hekaton,4,0.2,128.0,100.0,512000.0,0.4,48012.0,48319.0,48459.0
Cicada,4,0.6,8.0,10.0,32768000.0,0.99,1010201.0,989656.0,1006471.0
2PL,1,0.6,1000.0,1.0,512000.0,0.4,986858.0,981381.0,980742.0
Cicada,16,0.0,32.0,100.0,8192000.0,0.0,295847.0,294329.0,294542.0
FOEDUS,28,0.6,100.0,1.0,512000.0,0.99,1993622.630865542,1177698.1620608803,1202164.5739648426
2PL,1,1.0,1000.0,1.0,2048000.0,0.8,1111936.0,1110025.0,1111015.0
Hekaton,1,0.0,32.0,10.0,32768000.0,0.8,142257.0,143242.0,142778.0
2PL,4,0.2,1000.0,100.0,128000.0,0.8,16011.0,16170.0,16253.0
Hekaton,4,0.2,32.0,100.0,128000.0,0.4,69714.0,69860.0,69595.0
TicToc,4,0.2,32.0,1.0,128000.0,0.99,7952230.0,7410716.0,7865456.0
Hekaton,4,0.0,1000.0,100.0,8192000.0,0.0,26338.0,26394.0,26356.0
Hekaton,16,0.0,8.0,10.0,32768000.0,0.0,1499270.0,1508698.0,1506725.0
Silo,16,1.0,8.0,10.0,128000.0,0.4,7969456.0,8137532.0,8138032.0
ERMIA,8,1.0,100.0,10.0,128000.0,0.99,1449910.0,1888480.0,1870580.0
2PL,4,0.2,8.0,1.0,8192000.0,0.4,4051915.0,4156276.0,4308332.0
TicToc,16,0.0,1000.0,10.0,128000.0,0.8,1236287.0,1013052.0,1015289.0
Cicada,28,0.6,128.0,10.0,32768000.0,0.8,5271828.0,5300221.0,5218459.0
2PL,28,0.2,128.0,100.0,128000.0,0.4,257513.0,257745.0,256552.0
TicToc,28,0.6,128.0,100.0,512000.0,0.8,103642.0,104763.0,104962.0
TicToc,28,0.0,1000.0,10.0,32768000.0,0.8,2303826.0,2276873.0,2302998.0
MOCC,16,1.0,100.0,10.0,128000.0,0.4,4873060.143566191,4848471.248246844,4842454.464908773
2PL,16,0.2,1000.0,10.0,128000.0,0.4,1638239.0,1638613.0,1635010.0
2PL,28,1.0,32.0,10.0,32768000.0,0.8,3486628.0,3489352.0,3513100.0
Cicada,16,1.0,128.0,100.0,512000.0,0.99,873343.0,876361.0,873362.0
Hekaton,28,0.0,128.0,1.0,512000.0,0.0,4075712.0,3503892.0,4106966.0
MOCC,28,0.0,100.0,1.0,128000.0,0.4,28154745.9403419,29806704.66793338,29552252.141572755
Silo,1,1.0,8.0,1.0,128000.0,0.0,2506585.0,2187557.0,2162153.0
TicToc,4,0.6,32.0,10.0,2048000.0,0.0,663156.0,664108.0,730793.0
2PL,1,0.2,1000.0,10.0,32768000.0,0.0,114363.0,110108.0,114566.0
ERMIA,1,0.0,100.0,1.0,32768000.0,0.0,460582.0,426055.0,463127.0
Hekaton,4,0.2,1000.0,100.0,128000.0,0.0,30915.0,30909.0,30891.0
TicToc,4,0.2,128.0,10.0,512000.0,0.4,719271.0,721945.0,716891.0
Hekaton,4,0.2,32.0,1.0,512000.0,0.99,3487449.0,3598068.0,3445619.0
TicToc,1,0.2,8.0,10.0,32768000.0,0.8,222446.0,229129.0,232871.0
TicToc,16,0.0,32.0,100.0,128000.0,0.0,216671.0,215821.0,215358.0
2PL,4,0.2,128.0,10.0,512000.0,0.99,295371.0,295361.0,297895.0
2PL,4,0.6,1000.0,100.0,32768000.0,0.4,40323.0,39675.0,39300.0
TicToc,4,1.0,128.0,100.0,32768000.0,0.0,63850.0,63609.0,63737.0
Hekaton,16,0.2,32.0,100.0,32768000.0,0.0,137212.0,137085.0,137421.0
MOCC,8,0.0,100.0,100.0,8192000.0,0.4,78355.25274116297,79866.23707798257,76545.54764412068
2PL,28,1.0,32.0,100.0,32768000.0,0.99,326333.0,324617.0,325385.0
TicToc,28,0.6,8.0,100.0,128000.0,0.4,667289.0,347169.0,351972.0
Cicada,4,0.2,128.0,1.0,128000.0,0.99,6781997.0,5838454.0,5595737.0
2PL,4,0.2,32.0,10.0,128000.0,0.0,753317.0,721337.0,769620.0
Silo,28,0.6,32.0,100.0,128000.0,0.8,52349.0,51838.0,52144.0
Silo,16,0.0,128.0,10.0,128000.0,0.8,1756725.0,1747533.0,1762380.0
Cicada,1,0.6,8.0,1.0,2048000.0,0.8,2022388.0,2522138.0,1937178.0
Hekaton,4,0.2,8.0,10.0,8192000.0,0.99,286212.0,286458.0,284971.0
Cicada,16,0.6,1000.0,1.0,128000.0,0.8,18439515.0,18205502.0,17673332.0
2PL,16,0.0,128.0,10.0,2048000.0,0.99,360442.0,360194.0,360719.0
TicToc,28,0.6,1000.0,1.0,128000.0,0.99,19001534.0,20137482.0,16434439.0
2PL,4,0.0,32.0,100.0,2048000.0,0.8,23947.0,23993.0,24066.0
2PL,1,0.2,128.0,100.0,2048000.0,0.8,19341.0,19813.0,19566.0
2PL,16,0.6,128.0,10.0,128000.0,0.4,2796995.0,2869789.0,2826380.0
Silo,28,0.2,128.0,100.0,8192000.0,0.4,331021.0,331446.0,331698.0
ERMIA,16,0.2,100.0,1.0,128000.0,0.4,5342940.0,3533980.0,3644660.0
FOEDUS,16,0.6,100.0,10.0,512000.0,0.4,2345792.9901832705,2320473.940592609,2343133.5510769277
2PL,16,0.2,8.0,100.0,128000.0,0.99,37962.0,37917.0,37969.0
Cicada,1,0.2,128.0,10.0,512000.0,0.8,303470.0,307649.0,302364.0
MOCC,8,0.6,100.0,100.0,128000.0,0.8,15638.06968387393,15706.677089749057,15424.854472037629
ERMIA,8,0.6,100.0,1.0,512000.0,0.4,4009050.0,3947960.0,3217830.0
Hekaton,1,0.0,8.0,10.0,32768000.0,0.8,142280.0,142003.0,145013.0
ERMIA,28,0.6,100.0,10.0,128000.0,0.4,2430470.0,2502750.0,2482460.0
2PL,1,0.2,8.0,1.0,32768000.0,0.4,1025780.0,1127947.0,1151756.0
Cicada,28,0.2,8.0,10.0,32768000.0,0.0,5256886.0,5236212.0,5263623.0
Hekaton,28,1.0,8.0,1.0,512000.0,0.8,3129483.0,2997021.0,3016425.0
Cicada,4,0.2,32.0,100.0,8192000.0,0.0,82393.0,81741.0,80411.0
Cicada,4,0.0,32.0,10.0,2048000.0,0.99,719818.0,702953.0,672605.0
2PL,16,0.0,8.0,1.0,32768000.0,0.4,15019532.0,15081488.0,15610944.0
2PL,16,0.0,32.0,100.0,32768000.0,0.4,192055.0,152290.0,152315.0
ERMIA,4,0.0,100.0,1.0,32768000.0,0.0,1455990.0,1497310.0,1207870.0
TicToc,16,0.6,1000.0,100.0,8192000.0,0.4,153777.0,153328.0,153170.0
2PL,4,1.0,8.0,1.0,32768000.0,0.4,4075151.0,4058132.0,4109940.0
FOEDUS,28,1.0,100.0,100.0,128000.0,0.4,848243.2073071111,849632.7430733413,848349.1513970443
Cicada,28,0.0,128.0,10.0,32768000.0,0.0,4126148.0,4164163.0,4136150.0
TicToc,4,0.0,32.0,1.0,128000.0,0.99,7534683.0,8392572.0,7710063.0
Hekaton,28,0.2,1000.0,10.0,512000.0,0.4,1505087.0,1513247.0,1513364.0
2PL,1,0.6,32.0,1.0,8192000.0,0.0,1240845.0,1229249.0,1115650.0
ERMIA,4,0.2,100.0,100.0,2048000.0,0.8,15461.6,12740.6,12847.7
TicToc,16,0.0,8.0,100.0,32768000.0,0.0,204515.0,204734.0,204560.0
2PL,1,1.0,32.0,100.0,128000.0,0.0,26843.0,26706.0,25812.0
2PL,16,0.0,128.0,10.0,8192000.0,0.99,373004.0,374219.0,371027.0
Silo,28,0.6,32.0,100.0,2048000.0,0.99,27815.0,28190.0,28068.0
Cicada,4,1.0,32.0,1.0,8192000.0,0.4,6332889.0,6665092.0,6348631.0
Hekaton,4,1.0,8.0,10.0,512000.0,0.4,645305.0,661425.0,654153.0
Hekaton,1,0.6,1000.0,100.0,512000.0,0.4,10873.0,10975.0,10953.0
TicToc,28,0.6,1000.0,10.0,2048000.0,0.4,2553449.0,2522596.0,2518269.0
TicToc,16,0.2,8.0,1.0,128000.0,0.8,32279098.0,29878678.0,30827523.0
MOCC,28,1.0,100.0,1.0,8192000.0,0.4,33886940.3111548,33289296.3304633,29945106.023115233
Hekaton,4,0.0,32.0,10.0,512000.0,0.0,459720.0,457497.0,460913.0
FOEDUS,28,0.6,100.0,100.0,8192000.0,0.99,18356.15077651286,18617.570956886153,18505.851840550964
Silo,4,0.2,1000.0,1.0,8192000.0,0.0,3869977.0,3808360.0,3667003.0
TicToc,28,0.2,128.0,1.0,512000.0,0.8,35558136.0,36006159.0,35970919.0
MOCC,4,1.0,100.0,10.0,2048000.0,0.4,729635.5079819137,724588.9038350674,735958.5805525113
Cicada,4,0.2,32.0,1.0,128000.0,0.99,6685726.0,6458286.0,6118408.0
2PL,28,0.0,32.0,100.0,128000.0,0.4,259837.0,259951.0,259423.0
2PL,1,0.0,8.0,1.0,128000.0,0.4,1693982.0,1496910.0,1526694.0
TicToc,1,1.0,128.0,1.0,128000.0,0.4,1743253.0,1749556.0,1728995.0
Cicada,16,0.0,32.0,100.0,2048000.0,0.4,315597.0,314663.0,315800.0
Cicada,1,1.0,1000.0,100.0,2048000.0,0.99,44439.0,44613.0,44772.0
FOEDUS,4,0.0,100.0,100.0,2048000.0,0.8,20182.336746618075,20035.795407247082,20051.34600158353
Hekaton,16,1.0,1000.0,1.0,512000.0,0.4,3734598.0,3367647.0,4154979.0
TicToc,1,0.0,1000.0,100.0,2048000.0,0.8,11558.0,11521.0,11216.0
ERMIA,4,0.0,100.0,1.0,32768000.0,0.4,1470630.0,1476970.0,1458730.0
Hekaton,4,1.0,1000.0,100.0,512000.0,0.4,48637.0,48889.0,49035.0
TicToc,4,1.0,1000.0,1.0,32768000.0,0.0,3971849.0,3654704.0,4099824.0
ERMIA,1,0.6,100.0,1.0,128000.0,0.0,785373.0,814783.0,801250.0
Silo,4,0.2,8.0,1.0,512000.0,0.4,6368091.0,6403733.0,6566945.0
Hekaton,28,0.2,1000.0,1.0,128000.0,0.8,4137713.0,4120346.0,3838417.0
TicToc,16,0.0,1000.0,10.0,2048000.0,0.0,1527451.0,1536588.0,1541987.0
2PL,4,1.0,128.0,100.0,2048000.0,0.99,94681.0,92802.0,92797.0
2PL,28,0.0,8.0,100.0,2048000.0,0.4,351330.0,350010.0,348441.0
TicToc,16,0.0,32.0,100.0,128000.0,0.99,32124.0,31915.0,31554.0
FOEDUS,4,0.2,100.0,1.0,8192000.0,0.0,4070416.7914184537,3987020.4992896286,3709799.7850772287
Silo,16,0.0,128.0,1.0,32768000.0,0.0,16635792.0,16970876.0,16386862.0
TicToc,28,0.6,1000.0,100.0,8192000.0,0.8,121322.0,120419.0,120119.0
2PL,28,0.0,8.0,1.0,32768000.0,0.8,27458427.0,27615442.0,27447452.0
2PL,4,0.2,128.0,100.0,8192000.0,0.0,49816.0,49480.0,49733.0
2PL,4,0.6,8.0,1.0,128000.0,0.8,6094459.0,6265821.0,6110007.0
Silo,1,0.0,1000.0,1.0,2048000.0,0.99,1899807.0,1552563.0,1556343.0
ERMIA,28,1.0,100.0,1.0,8192000.0,0.0,4377850.0,4473690.0,4616920.0
Cicada,28,0.6,128.0,1.0,128000.0,0.0,46212753.0,44280660.0,45264560.0
2PL,4,0.2,8.0,1.0,8192000.0,0.8,4595897.0,4475297.0,4591293.0
Silo,28,0.6,1000.0,100.0,2048000.0,0.8,97736.0,97717.0,97559.0
FOEDUS,8,0.0,100.0,1.0,128000.0,0.4,9220018.851725774,9195928.423236514,9087894.268826392
Hekaton,1,1.0,128.0,1.0,32768000.0,0.99,1451794.0,1442049.0,1934086.0
Cicada,4,0.6,32.0,1.0,32768000.0,0.8,5535524.0,5619696.0,5755926.0
Silo,28,0.2,128.0,100.0,32768000.0,0.8,92128.0,92492.0,90231.0
Cicada,16,0.6,1000.0,100.0,128000.0,0.4,222899.0,222365.0,222115.0
Silo,28,0.6,8.0,1.0,8192000.0,0.0,35676172.0,35295377.0,35381661.0
Cicada,16,0.6,8.0,100.0,2048000.0,0.8,169444.0,168175.0,164498.0
Hekaton,1,0.2,32.0,100.0,128000.0,0.0,20092.0,20184.0,20097.0
Cicada,16,0.2,32.0,100.0,8192000.0,0.4,307555.0,307202.0,305896.0
Silo,4,0.6,1000.0,10.0,512000.0,0.0,481269.0,484343.0,481823.0
Cicada,16,0.6,128.0,100.0,512000.0,0.0,372455.0,370128.0,367298.0
TicToc,16,1.0,128.0,100.0,512000.0,0.0,311167.0,312352.0,311805.0
TicToc,16,0.0,128.0,100.0,2048000.0,0.4,179914.0,179573.0,179522.0
Hekaton,16,0.2,8.0,10.0,8192000.0,0.0,1451288.0,1460314.0,1455593.0
Silo,1,1.0,128.0,1.0,2048000.0,0.4,1585722.0,1328870.0,1656817.0
2PL,16,0.2,8.0,10.0,32768000.0,0.4,1956703.0,1948847.0,1949582.0
Silo,4,0.6,32.0,10.0,32768000.0,0.4,606072.0,676584.0,636880.0
TicToc,16,0.2,32.0,100.0,8192000.0,0.0,223355.0,221177.0,222176.0
