alg,threads,read_ratio,record_size,req_per_query,total_count,zipf_theta,tput_1,tput_2,tput_3
Silo,4,0.6,32.0,1.0,8192000.0,0.8,5115977.0,5615699.0,5256340.0
TicToc,4,0.2,8.0,100.0,512000.0,0.0,75917.0,76233.0,76818.0
ERMIA,2,1.0,100.0,100.0,128000.0,0.8,66255.8,64492.4,64518.8
Cicada,4,1.0,8.0,100.0,2048000.0,0.4,153900.0,158246.0,157290.0
Cicada,1,0.0,1000.0,10.0,128000.0,0.8,218162.0,222788.0,226908.0
TicToc,4,0.0,32.0,100.0,32768000.0,0.0,52654.0,52883.0,53324.0
FOEDUS,16,0.6,100.0,1.0,128000.0,0.4,23897041.789861917,16965831.290188275,15293819.298891218
Cicada,1,1.0,1000.0,1.0,128000.0,0.99,2283683.0,2283936.0,2249150.0
Hekaton,1,0.0,8.0,100.0,512000.0,0.0,14401.0,14536.0,14481.0
2PL,1,1.0,8.0,10.0,8192000.0,0.8,194023.0,187243.0,185384.0
Hekaton,28,0.6,128.0,100.0,32768000.0,0.8,67555.0,67939.0,68137.0
MOCC,16,0.2,100.0,100.0,2048000.0,0.8,12879.315340920368,12920.603940050303,13020.051915886737
TicToc,4,0.6,1000.0,10.0,128000.0,0.99,561968.0,549123.0,561152.0
TicToc,16,1.0,128.0,100.0,128000.0,0.99,1087585.0,1108879.0,1097792.0
2PL,16,0.2,1000.0,100.0,128000.0,0.4,126665.0,126496.0,126762.0
2PL,1,0.6,1000.0,1.0,8192000.0,0.99,1282140.0,1283830.0,1618575.0
Cicada,16,0.0,32.0,1.0,512000.0,0.8,22816617.0,21131076.0,20908817.0
2PL,16,0.0,32.0,100.0,8192000.0,0.0,200901.0,149537.0,134367.0
2PL,1,0.0,8.0,1.0,512000.0,0.99,1848880.0,1793605.0,1855598.0
TicToc,16,0.0,8.0,10.0,32768000.0,0.4,2665742.0,2652954.0,2658953.0
Cicada,4,0.2,128.0,1.0,8192000.0,0.8,5628544.0,5491284.0,5549524.0
Hekaton,4,1.0,128.0,1.0,128000.0,0.0,3351680.0,3501874.0,3208697.0
Hekaton,16,0.6,1000.0,1.0,128000.0,0.4,3723981.0,3735834.0,4160099.0
TicToc,1,0.0,32.0,100.0,8192000.0,0.4,15848.0,15725.0,15762.0
2PL,1,0.6,8.0,100.0,128000.0,0.4,28887.0,28654.0,29166.0
Cicada,16,0.2,8.0,1.0,8192000.0,0.4,22749520.0,22872896.0,22684303.0
TicToc,28,1.0,128.0,100.0,512000.0,0.0,532183.0,529948.0,529523.0
Cicada,16,1.0,8.0,100.0,512000.0,0.99,958572.0,960773.0,964333.0
Silo,28,0.2,1000.0,100.0,2048000.0,0.0,207305.0,210667.0,210849.0
Cicada,1,0.6,8.0,100.0,2048000.0,0.8,41168.0,41152.0,41336.0
ERMIA,4,0.2,100.0,100.0,8192000.0,0.8,17991.2,17979.6,17915.8
Hekaton,16,0.2,128.0,100.0,8192000.0,0.99,17821.0,17947.0,17486.0
FOEDUS,8,0.6,100.0,1.0,512000.0,0.4,10289014.088236853,10421113.696830679,10480731.132706879
TicToc,28,0.0,32.0,10.0,2048000.0,0.99,796548.0,800466.0,803297.0
TicToc,1,0.6,8.0,10.0,128000.0,0.0,451482.0,448521.0,446873.0
TicToc,4,1.0,1000.0,100.0,8192000.0,0.4,48742.0,49021.0,48949.0
Cicada,16,0.6,32.0,1.0,8192000.0,0.8,21968965.0,21888203.0,21652909.0
Hekaton,4,0.2,8.0,1.0,128000.0,0.4,3243110.0,3402028.0,3537161.0
MOCC,16,0.0,100.0,100.0,128000.0,0.99,7505.206990260449,7991.639937756042,7391.340533042702
Cicada,1,0.0,128.0,100.0,512000.0,0.0,24953.0,25186.0,25222.0
2PL,28,0.2,32.0,10.0,128000.0,0.99,363764.0,366517.0,367289.0
ERMIA,8,1.0,100.0,10.0,32768000.0,0.4,699902.0,821516.0,822593.0
TicToc,28,1.0,1000.0,10.0,2048000.0,0.99,5627100.0,5566054.0,5599409.0
Cicada,16,0.6,1000.0,100.0,2048000.0,0.4,215072.0,214519.0,214338.0
2PL,4,0.6,8.0,100.0,512000.0,0.0,60971.0,62111.0,62419.0
Hekaton,4,0.2,128.0,100.0,128000.0,0.0,59269.0,58448.0,59408.0
2PL,28,1.0,1000.0,10.0,2048000.0,0.8,2656888.0,1174601.0,1162776.0
FOEDUS,16,0.6,100.0,100.0,2048000.0,0.99,20633.83653522743,20737.8955137413,20621.4081600254
TicToc,16,0.6,32.0,100.0,8192000.0,0.4,262563.0,263934.0,266072.0
ERMIA,16,1.0,100.0,10.0,2048000.0,0.4,1795090.0,1661990.0,1829540.0
ERMIA,4,0.6,100.0,100.0,32768000.0,0.4,35794.9,35458.7,35548.0
Silo,1,1.0,128.0,10.0,128000.0,0.0,391696.0,404531.0,389898.0
Silo,16,1.0,128.0,1.0,2048000.0,0.99,29707069.0,30858466.0,29981722.0
Silo,16,0.0,1000.0,1.0,8192000.0,0.99,5329258.0,5660939.0,11390512.0
Cicada,16,0.6,1000.0,100.0,512000.0,0.0,221159.0,221431.0,221078.0
Hekaton,16,0.2,1000.0,100.0,128000.0,0.8,10718.0,10690.0,10757.0
TicToc,1,1.0,128.0,10.0,512000.0,0.4,233143.0,241226.0,237129.0
Hekaton,16,0.0,128.0,1.0,8192000.0,0.8,3389898.0,4200706.0,4215948.0
TicToc,16,0.0,1000.0,1.0,8192000.0,0.8,14301097.0,9169768.0,8792116.0
Silo,28,0.2,8.0,10.0,128000.0,0.4,10411843.0,10262912.0,10344319.0
TicToc,1,0.6,128.0,100.0,512000.0,0.8,28952.0,29351.0,29061.0
Silo,16,1.0,1000.0,1.0,8192000.0,0.4,14708994.0,11058104.0,11383717.0
Cicada,1,0.0,8.0,1.0,2048000.0,0.99,2096841.0,2160262.0,2059141.0
Silo,4,0.6,8.0,100.0,8192000.0,0.8,76267.0,75932.0,75868.0
Hekaton,16,0.0,128.0,100.0,8192000.0,0.4,144148.0,144743.0,144750.0
2PL,16,1.0,8.0,1.0,32768000.0,0.8,17085646.0,16431726.0,16458522.0
TicToc,4,0.6,32.0,1.0,32768000.0,0.4,4443696.0,4837397.0,4810456.0
2PL,1,0.0,128.0,100.0,32768000.0,0.99,23546.0,22939.0,22696.0
Cicada,16,0.2,1000.0,1.0,512000.0,0.99,13381893.0,13326279.0,13386113.0
2PL,1,0.2,128.0,10.0,8192000.0,0.0,145462.0,144845.0,146133.0
TicToc,4,1.0,8.0,1.0,512000.0,0.99,9984723.0,10395956.0,10585263.0
2PL,28,0.0,128.0,1.0,512000.0,0.0,26185337.0,25761679.0,26951982.0
TicToc,28,1.0,8.0,100.0,32768000.0,0.8,576760.0,577320.0,576356.0
Hekaton,1,0.0,32.0,100.0,32768000.0,0.8,14291.0,14336.0,14314.0
2PL,28,0.0,128.0,10.0,32768000.0,0.8,2682560.0,2709136.0,2704030.0
Silo,28,0.2,128.0,100.0,512000.0,0.99,12862.0,12988.0,12582.0
Hekaton,16,0.2,32.0,100.0,8192000.0,0.0,158169.0,159038.0,158922.0
TicToc,16,1.0,1000.0,10.0,2048000.0,0.4,1803414.0,1817788.0,1820122.0
TicToc,28,0.6,128.0,1.0,2048000.0,0.0,29558801.0,29248617.0,29328547.0
Cicada,16,0.0,1000.0,10.0,512000.0,0.0,1706779.0,1706136.0,1703154.0
Cicada,28,0.2,32.0,10.0,128000.0,0.4,7217686.0,7300285.0,7210663.0
ERMIA,1,0.2,100.0,1.0,512000.0,0.4,616399.0,620700.0,596497.0
Cicada,28,0.0,32.0,1.0,32768000.0,0.99,21849762.0,11394911.0,10869973.0
TicToc,4,0.0,32.0,1.0,8192000.0,0.4,5155887.0,4806609.0,4903375.0
TicToc,1,0.0,8.0,100.0,2048000.0,0.0,16840.0,16846.0,16739.0
ERMIA,4,0.2,100.0,10.0,512000.0,0.0,360597.0,355914.0,362533.0
FOEDUS,28,0.0,100.0,10.0,8192000.0,0.0,2673024.270979748,1290073.9181874339,1324472.9726314726
2PL,16,0.0,8.0,1.0,32768000.0,0.8,16369215.0,15908166.0,16472665.0
TicToc,1,1.0,8.0,10.0,512000.0,0.8,393543.0,398774.0,384967.0
Cicada,16,1.0,32.0,10.0,128000.0,0.99,6174781.0,6241546.0,6161360.0
Hekaton,28,0.2,32.0,10.0,32768000.0,0.8,426657.0,551380.0,1034320.0
Cicada,16,0.0,8.0,10.0,32768000.0,0.8,3071455.0,3075695.0,3076282.0
Hekaton,28,0.0,128.0,1.0,2048000.0,0.99,195541.0,201749.0,207240.0
2PL,1,0.2,8.0,1.0,128000.0,0.0,1681470.0,1647185.0,1458699.0
Cicada,1,0.6,1000.0,10.0,128000.0,0.99,370531.0,408486.0,374567.0
2PL,28,0.6,128.0,1.0,2048000.0,0.0,25745280.0,25422745.0,25596317.0
2PL,1,0.2,1000.0,100.0,128000.0,0.4,14354.0,14296.0,14438.0
TicToc,1,0.0,128.0,100.0,32768000.0,0.0,13442.0,13462.0,13479.0
ERMIA,8,0.6,100.0,10.0,128000.0,0.99,818937.0,650593.0,645320.0
2PL,1,0.2,8.0,10.0,32768000.0,0.8,165741.0,170391.0,160276.0
Cicada,28,0.6,128.0,10.0,32768000.0,0.99,2482187.0,2459763.0,2460952.0
FOEDUS,8,0.6,100.0,1.0,128000.0,0.0,12185099.61098668,12123093.235096084,11858048.611320525
Cicada,16,0.0,128.0,100.0,8192000.0,0.8,106100.0,105938.0,106291.0
Hekaton,4,0.6,32.0,100.0,128000.0,0.8,41385.0,41408.0,41173.0
Hekaton,1,1.0,32.0,10.0,2048000.0,0.8,226928.0,219912.0,220260.0
TicToc,16,1.0,32.0,100.0,512000.0,0.0,370456.0,372611.0,374928.0
Cicada,4,0.0,1000.0,1.0,2048000.0,0.0,3622998.0,3604596.0,3610200.0
Cicada,16,0.2,8.0,1.0,512000.0,0.4,24634468.0,18115288.0,18184091.0
Hekaton,16,0.0,32.0,100.0,32768000.0,0.99,16466.0,16507.0,16500.0
ERMIA,8,0.6,100.0,1.0,512000.0,0.99,4290610.0,4213880.0,4176900.0
TicToc,1,0.6,8.0,10.0,128000.0,0.8,463714.0,463881.0,464337.0
FOEDUS,16,0.2,100.0,100.0,512000.0,0.0,169379.63644123476,176761.0338193883,177410.62150700705
Hekaton,16,1.0,128.0,100.0,8192000.0,0.4,237547.0,243376.0,243129.0
Hekaton,28,0.6,128.0,1.0,32768000.0,0.4,3343074.0,3599817.0,3416879.0
TicToc,16,0.0,32.0,100.0,8192000.0,0.99,31555.0,24841.0,24981.0
2PL,28,0.0,8.0,10.0,128000.0,0.8,1146846.0,1139732.0,1141161.0
Hekaton,16,0.2,32.0,10.0,128000.0,0.4,2333031.0,2403306.0,2369519.0
Silo,28,0.6,8.0,100.0,2048000.0,0.0,504518.0,336304.0,326878.0
2PL,16,1.0,8.0,10.0,32768000.0,0.8,2057534.0,2143615.0,2117118.0
TicToc,16,0.6,32.0,100.0,32768000.0,0.4,253561.0,255312.0,256977.0
Hekaton,28,1.0,128.0,100.0,8192000.0,0.0,405027.0,403073.0,406336.0
Hekaton,16,1.0,32.0,1.0,512000.0,0.4,2985141.0,3224356.0,3236717.0
Hekaton,28,0.0,32.0,10.0,32768000.0,0.0,2376176.0,2402177.0,2419322.0
2PL,28,0.6,8.0,1.0,2048000.0,0.8,30369479.0,30053673.0,31228810.0
TicToc,28,1.0,128.0,100.0,8192000.0,0.0,435377.0,433893.0,435703.0
2PL,16,1.0,1000.0,1.0,2048000.0,0.4,12432721.0,12522901.0,12724978.0
2PL,4,0.0,32.0,1.0,2048000.0,0.8,4685117.0,4916826.0,5108463.0
TicToc,16,0.0,32.0,1.0,2048000.0,0.8,20395985.0,20640364.0,21545088.0
Silo,16,1.0,128.0,10.0,512000.0,0.8,4516310.0,4492284.0,4449889.0
2PL,1,0.6,32.0,1.0,32768000.0,0.99,1477266.0,1473106.0,1475295.0
FOEDUS,8,0.2,100.0,100.0,2048000.0,0.99,16047.09706832643,16176.031075965673,16292.824014378157
TicToc,4,0.0,1000.0,10.0,2048000.0,0.4,439039.0,448239.0,442503.0
2PL,4,0.0,1000.0,10.0,2048000.0,0.0,383200.0,383888.0,379102.0
2PL,16,1.0,32.0,1.0,128000.0,0.4,20041897.0,20188728.0,21398742.0
Hekaton,1,0.0,128.0,1.0,32768000.0,0.99,1285758.0,1306020.0,1303521.0
ERMIA,2,0.2,100.0,10.0,512000.0,0.99,201773.0,197140.0,196602.0
ERMIA,16,0.0,100.0,1.0,512000.0,0.8,4912340.0,4428960.0,5299120.0
Cicada,4,1.0,1000.0,10.0,128000.0,0.99,1551491.0,1585463.0,1570953.0
Cicada,4,1.0,1000.0,1.0,512000.0,0.0,4882069.0,5112669.0,5536447.0
ERMIA,16,0.2,100.0,100.0,128000.0,0.8,2845.27,2882.04,2779.41
Silo,28,0.6,1000.0,10.0,128000.0,0.0,2961915.0,2976227.0,2966720.0
Silo,1,1.0,1000.0,100.0,8192000.0,0.99,24759.0,24775.0,25042.0
ERMIA,1,0.2,100.0,10.0,2048000.0,0.0,91553.2,91845.6,90864.4
TicToc,1,0.2,1000.0,100.0,32768000.0,0.4,10701.0,10741.0,10705.0
TicToc,28,1.0,32.0,10.0,128000.0,0.4,11982154.0,12299491.0,11823418.0
2PL,28,0.2,128.0,10.0,512000.0,0.4,3461200.0,3358636.0,3426302.0
Hekaton,4,0.6,1000.0,1.0,128000.0,0.4,2790740.0,2739180.0,2787280.0
Hekaton,16,0.0,128.0,1.0,8192000.0,0.4,3352995.0,3366289.0,4150821.0
TicToc,16,0.6,128.0,10.0,2048000.0,0.0,2369181.0,2367564.0,2363922.0
2PL,16,0.0,128.0,100.0,512000.0,0.4,202839.0,140713.0,142025.0
2PL,1,0.6,32.0,10.0,8192000.0,0.0,157320.0,146132.0,151802.0
MOCC,4,0.0,100.0,1.0,2048000.0,0.0,4065353.262987266,4023213.1728446567,4080114.575643838
Hekaton,28,0.0,1000.0,1.0,512000.0,0.4,3859220.0,4182688.0,3510859.0
TicToc,1,0.2,32.0,10.0,8192000.0,0.99,312527.0,355365.0,313525.0
2PL,16,0.6,1000.0,100.0,2048000.0,0.0,149458.0,149959.0,149825.0
ERMIA,8,0.6,100.0,100.0,8192000.0,0.4,78618.0,78621.5,78518.8
2PL,4,0.0,128.0,1.0,512000.0,0.4,4025660.0,3957615.0,3999432.0
Hekaton,28,0.2,1000.0,100.0,128000.0,0.8,9204.0,9335.0,9305.0
Cicada,16,0.2,128.0,10.0,32768000.0,0.4,2653741.0,2028116.0,2052742.0
Hekaton,1,0.2,8.0,100.0,128000.0,0.4,21510.0,21551.0,21575.0
Hekaton,4,0.2,1000.0,10.0,2048000.0,0.4,300564.0,297151.0,298183.0
TicToc,1,1.0,8.0,10.0,512000.0,0.0,267595.0,274110.0,274457.0
Hekaton,28,0.2,32.0,10.0,8192000.0,0.4,2358556.0,2353966.0,2360943.0
Hekaton,4,0.6,32.0,100.0,32768000.0,0.0,46889.0,46942.0,46943.0
TicToc,1,0.6,1000.0,10.0,512000.0,0.99,241881.0,240198.0,267501.0
FOEDUS,28,1.0,100.0,1.0,128000.0,0.4,62852374.668457896,61493782.03997738,62932046.25498658
Cicada,1,0.0,8.0,100.0,8192000.0,0.8,28952.0,29124.0,29348.0
TicToc,28,0.6,1000.0,10.0,32768000.0,0.4,2439300.0,2463076.0,2462342.0
2PL,16,0.6,32.0,10.0,2048000.0,0.8,2077355.0,1623021.0,1769080.0
TicToc,16,0.0,128.0,1.0,128000.0,0.0,24760923.0,24275646.0,24418970.0
2PL,28,1.0,128.0,1.0,2048000.0,0.99,11147083.0,10910570.0,10662965.0
Cicada,4,0.6,128.0,100.0,128000.0,0.4,126652.0,123941.0,129859.0
Silo,16,1.0,32.0,100.0,512000.0,0.0,386146.0,387816.0,379647.0
TicToc,4,0.0,32.0,1.0,512000.0,0.0,5424889.0,5357998.0,4767771.0
TicToc,28,0.2,32.0,100.0,128000.0,0.0,388462.0,387430.0,404687.0
Cicada,1,1.0,32.0,100.0,128000.0,0.99,127809.0,113886.0,134484.0
TicToc,4,0.6,8.0,10.0,128000.0,0.0,1534698.0,1562303.0,1530627.0
FOEDUS,16,0.0,100.0,100.0,2048000.0,0.4,158560.653027485,161914.75902220258,162376.8381595749
ERMIA,1,0.0,100.0,100.0,32768000.0,0.8,7876.82,7672.16,7663.82
Silo,16,1.0,1000.0,100.0,2048000.0,0.99,357199.0,354289.0,357526.0
TicToc,16,0.6,8.0,100.0,512000.0,0.4,343995.0,266168.0,275701.0
Cicada,4,0.6,8.0,100.0,8192000.0,0.0,101674.0,101918.0,100812.0
FOEDUS,28,0.2,100.0,100.0,8192000.0,0.4,263502.0181370236,268891.05248285254,274900.2955552439
TicToc,1,0.6,128.0,1.0,8192000.0,0.8,1424159.0,1431643.0,1428564.0
TicToc,1,0.6,128.0,100.0,2048000.0,0.0,18443.0,18395.0,18269.0
Hekaton,4,0.2,8.0,10.0,8192000.0,0.8,494099.0,490084.0,489980.0
Hekaton,28,0.6,1000.0,100.0,2048000.0,0.0,177580.0,177767.0,177892.0
Cicada,16,0.2,128.0,1.0,512000.0,0.0,20023659.0,19351684.0,19540276.0
TicToc,16,1.0,1000.0,1.0,8192000.0,0.8,15672515.0,12294300.0,13265406.0
FOEDUS,16,0.0,100.0,100.0,2048000.0,0.99,13328.373683252474,12841.844747989147,11765.31502936042
Cicada,4,1.0,128.0,10.0,128000.0,0.99,2127372.0,2070645.0,2113385.0
TicToc,1,1.0,8.0,10.0,2048000.0,0.99,442095.0,442802.0,441853.0
Cicada,1,0.2,8.0,100.0,8192000.0,0.4,26928.0,26754.0,26749.0
Silo,16,0.0,32.0,10.0,512000.0,0.4,3070222.0,3130454.0,3205037.0
Cicada,16,0.2,8.0,10.0,8192000.0,0.0,3231697.0,3244435.0,3233572.0
2PL,16,0.0,8.0,100.0,32768000.0,0.4,199278.0,199046.0,198722.0
Silo,4,0.2,8.0,1.0,512000.0,0.99,9302828.0,9332965.0,9456989.0
TicToc,28,0.0,32.0,100.0,512000.0,0.0,353274.0,354710.0,354229.0
2PL,1,0.0,1000.0,10.0,2048000.0,0.4,113562.0,114184.0,118661.0
Cicada,4,0.0,128.0,100.0,8192000.0,0.4,70953.0,65941.0,68642.0
Hekaton,16,0.2,128.0,1.0,2048000.0,0.0,3609924.0,2716495.0,2994657.0
TicToc,1,0.2,8.0,100.0,8192000.0,0.99,30644.0,30878.0,30147.0
TicToc,1,0.2,1000.0,1.0,8192000.0,0.4,1038908.0,1019640.0,1034844.0
ERMIA,16,0.6,100.0,100.0,128000.0,0.8,38108.7,19812.6,20398.8
TicToc,1,1.0,8.0,10.0,128000.0,0.99,635258.0,685183.0,629289.0
TicToc,28,0.0,128.0,10.0,2048000.0,0.0,3933321.0,3954168.0,3944925.0
2PL,16,1.0,8.0,10.0,32768000.0,0.99,1352427.0,1039315.0,1028054.0
Hekaton,1,0.0,8.0,100.0,8192000.0,0.4,12794.0,12796.0,12790.0
Cicada,1,0.2,32.0,10.0,128000.0,0.8,414114.0,454891.0,423683.0
TicToc,1,0.0,8.0,1.0,8192000.0,0.8,1775351.0,1781443.0,1772926.0
Hekaton,1,0.6,32.0,10.0,128000.0,0.0,206096.0,206803.0,207120.0
TicToc,4,0.6,1000.0,1.0,128000.0,0.8,5341871.0,4715569.0,5261989.0
TicToc,4,0.6,1000.0,100.0,32768000.0,0.4,42443.0,42348.0,42537.0
2PL,1,1.0,8.0,1.0,512000.0,0.0,1269981.0,1272912.0,1247538.0
Cicada,28,0.0,1000.0,10.0,8192000.0,0.4,2294139.0,2301552.0,2307738.0
TicToc,4,1.0,32.0,1.0,32768000.0,0.99,7196075.0,6569383.0,7388601.0
TicToc,4,1.0,128.0,1.0,32768000.0,0.0,4392726.0,4385278.0,4350064.0
2PL,16,1.0,8.0,100.0,128000.0,0.4,340800.0,337869.0,339379.0
TicToc,28,1.0,1000.0,1.0,512000.0,0.99,41516566.0,40482339.0,40774736.0
Hekaton,16,0.2,32.0,1.0,2048000.0,0.8,3559315.0,3569658.0,3946823.0
TicToc,16,0.6,32.0,10.0,8192000.0,0.8,2920139.0,2851174.0,2838922.0
Hekaton,4,1.0,128.0,1.0,32768000.0,0.8,2951010.0,3433437.0,3129861.0
2PL,16,0.0,128.0,100.0,8192000.0,0.4,185597.0,185056.0,185383.0
2PL,4,1.0,1000.0,100.0,128000.0,0.8,72052.0,69546.0,71812.0
Cicada,4,0.2,128.0,10.0,2048000.0,0.8,838005.0,841718.0,846151.0
2PL,28,0.0,32.0,10.0,512000.0,0.4,3521247.0,3605969.0,3491008.0
Hekaton,1,0.2,1000.0,100.0,2048000.0,0.4,9008.0,9054.0,9047.0
Silo,28,0.6,1000.0,100.0,128000.0,0.0,255781.0,257366.0,257317.0
Cicada,28,0.0,8.0,10.0,512000.0,0.4,6149820.0,6170613.0,6253694.0
Hekaton,28,0.2,32.0,1.0,128000.0,0.0,3655803.0,3884369.0,3888335.0
Silo,28,0.2,1000.0,10.0,2048000.0,0.99,310199.0,293193.0,272705.0
2PL,4,0.2,32.0,1.0,512000.0,0.0,4415266.0,3988876.0,4160539.0
Cicada,16,1.0,32.0,10.0,32768000.0,0.99,5262962.0,5295228.0,5306450.0
2PL,16,0.6,32.0,100.0,512000.0,0.8,29427.0,29646.0,29710.0
2PL,28,1.0,128.0,100.0,8192000.0,0.8,371574.0,368889.0,366189.0
ERMIA,2,0.6,100.0,1.0,2048000.0,0.0,1105520.0,1110910.0,1089480.0
2PL,16,0.0,8.0,100.0,512000.0,0.4,229011.0,227897.0,227169.0
ERMIA,16,1.0,100.0,100.0,8192000.0,0.0,177898.0,100204.0,103680.0
Cicada,16,1.0,32.0,10.0,128000.0,0.4,8848804.0,8798604.0,8953706.0
2PL,4,0.6,128.0,100.0,512000.0,0.0,58062.0,58132.0,58160.0
2PL,4,0.0,1000.0,10.0,32768000.0,0.99,259188.0,261416.0,261700.0
Silo,4,0.6,128.0,1.0,128000.0,0.4,6747437.0,6659948.0,6530027.0
2PL,16,0.6,8.0,1.0,128000.0,0.4,21320271.0,21505291.0,20184769.0
Cicada,4,0.0,128.0,100.0,128000.0,0.0,91406.0,93066.0,86734.0
ERMIA,2,1.0,100.0,10.0,32768000.0,0.0,215203.0,218506.0,218169.0
Hekaton,4,1.0,1000.0,100.0,128000.0,0.0,56207.0,56039.0,56497.0
2PL,28,0.0,32.0,100.0,128000.0,0.0,349606.0,348491.0,348861.0
2PL,28,1.0,1000.0,100.0,2048000.0,0.8,275544.0,115640.0,115250.0
Hekaton,16,1.0,128.0,100.0,128000.0,0.4,435226.0,344711.0,347967.0
ERMIA,28,0.0,100.0,1.0,32768000.0,0.0,4545610.0,4676710.0,4620740.0
TicToc,4,0.0,1000.0,1.0,8192000.0,0.99,4806419.0,4631429.0,4493132.0
2PL,4,0.6,32.0,10.0,8192000.0,0.99,409047.0,413942.0,407074.0
Cicada,1,0.2,128.0,10.0,128000.0,0.99,418614.0,447327.0,440069.0
Silo,28,0.6,32.0,100.0,32768000.0,0.99,36466.0,21018.0,
MOCC,28,0.2,100.0,10.0,8192000.0,0.99,257795.13065789107,263925.96001916955,242339.91640176327
Cicada,1,0.0,128.0,10.0,512000.0,0.8,298181.0,293533.0,285058.0
Cicada,4,1.0,32.0,100.0,128000.0,0.99,313148.0,301936.0,301937.0
MOCC,8,0.2,100.0,100.0,128000.0,0.0,84614.71596407115,84504.59111492263,80744.05870112803
2PL,28,0.6,8.0,10.0,128000.0,0.0,5140633.0,5182937.0,5206672.0
TicToc,28,1.0,128.0,1.0,2048000.0,0.99,49766408.0,48801401.0,49147404.0
Cicada,16,1.0,1000.0,100.0,8192000.0,0.99,417944.0,418861.0,417423.0
Hekaton,1,0.2,8.0,1.0,8192000.0,0.8,1102296.0,1114721.0,1175291.0
Hekaton,4,0.2,1000.0,10.0,512000.0,0.0,290473.0,292506.0,292520.0
2PL,16,1.0,128.0,1.0,512000.0,0.99,12255018.0,10847150.0,11018167.0
Hekaton,28,0.6,128.0,1.0,32768000.0,0.0,3401048.0,3510788.0,3569331.0
TicToc,16,0.0,32.0,1.0,2048000.0,0.4,18758843.0,18289779.0,19519924.0
Cicada,16,0.6,128.0,1.0,512000.0,0.8,22326030.0,18636758.0,18042825.0
Silo,4,0.6,8.0,1.0,512000.0,0.8,7732806.0,7707271.0,7799263.0
Silo,16,0.0,1000.0,10.0,2048000.0,0.8,1660945.0,881887.0,860046.0
Hekaton,4,0.6,8.0,1.0,32768000.0,0.0,3202258.0,2927228.0,2926424.0
2PL,4,0.6,8.0,100.0,2048000.0,0.4,57229.0,56835.0,57095.0
ERMIA,16,1.0,100.0,1.0,2048000.0,0.99,5290740.0,5742400.0,5800000.0
TicToc,4,1.0,128.0,10.0,8192000.0,0.99,1230300.0,1216323.0,1258412.0
Silo,28,0.2,128.0,1.0,512000.0,0.0,31274183.0,21090177.0,20012234.0
Silo,1,0.0,1000.0,1.0,128000.0,0.4,1197883.0,1200764.0,1179657.0
Cicada,16,1.0,8.0,10.0,8192000.0,0.4,4997424.0,5021043.0,5019491.0
Cicada,4,0.0,128.0,10.0,8192000.0,0.8,756530.0,770670.0,762580.0
MOCC,16,0.6,100.0,10.0,8192000.0,0.4,1911390.6283740012,2006041.7967936704,1912139.875540987
2PL,16,0.2,128.0,1.0,8192000.0,0.99,10923400.0,10727966.0,11418080.0
2PL,28,0.6,1000.0,100.0,2048000.0,0.99,17989.0,18176.0,18029.0
Hekaton,16,0.6,128.0,10.0,512000.0,0.8,1852314.0,1789407.0,1858823.0
MOCC,28,1.0,100.0,10.0,128000.0,0.0,7459641.423088903,7748877.307471967,7733359.572639814
2PL,16,1.0,8.0,100.0,512000.0,0.8,280024.0,205521.0,201966.0
Cicada,28,0.6,128.0,10.0,512000.0,0.4,6258851.0,6274180.0,6242048.0
2PL,16,0.2,128.0,100.0,2048000.0,0.4,195606.0,195847.0,195858.0
Cicada,28,1.0,1000.0,10.0,2048000.0,0.0,3663673.0,3682402.0,3656971.0
ERMIA,8,0.6,100.0,1.0,128000.0,0.0,4197030.0,4304200.0,4332860.0
FOEDUS,28,1.0,100.0,10.0,2048000.0,0.99,7053191.874618578,7130339.035132644,6639586.669884381
Hekaton,1,0.2,32.0,10.0,2048000.0,0.4,136221.0,137594.0,137373.0
TicToc,1,0.0,32.0,100.0,32768000.0,0.0,15112.0,15026.0,14940.0
Hekaton,28,0.2,32.0,100.0,2048000.0,0.8,22197.0,22373.0,22407.0
Cicada,1,0.6,128.0,1.0,2048000.0,0.0,1563237.0,1610804.0,1564482.0
TicToc,1,0.2,32.0,1.0,8192000.0,0.8,2069243.0,1458671.0,1609731.0
TicToc,4,0.6,128.0,1.0,128000.0,0.4,6675460.0,6220260.0,6341455.0
Hekaton,4,0.2,128.0,10.0,128000.0,0.8,628610.0,623830.0,634986.0
2PL,4,0.2,1000.0,1.0,8192000.0,0.0,3240017.0,3146638.0,3302958.0
2PL,16,0.0,1000.0,1.0,128000.0,0.0,12949767.0,12919378.0,13279464.0
TicToc,16,1.0,1000.0,100.0,512000.0,0.4,193244.0,193570.0,193424.0
Hekaton,28,1.0,1000.0,100.0,2048000.0,0.99,483272.0,485620.0,486005.0
ERMIA,16,0.2,100.0,1.0,2048000.0,0.8,5220190.0,5024170.0,5079740.0
Hekaton,16,0.2,128.0,1.0,32768000.0,0.4,3286114.0,3281283.0,3948401.0
Silo,16,0.0,32.0,100.0,512000.0,0.0,215256.0,217308.0,216680.0
2PL,16,0.2,1000.0,100.0,8192000.0,0.8,17600.0,17599.0,17631.0
2PL,28,0.6,8.0,10.0,2048000.0,0.4,3492994.0,3496949.0,3402130.0
Hekaton,4,1.0,1000.0,10.0,128000.0,0.4,555512.0,568730.0,533776.0
